RA,CÓDIGO TURMA,TURMA
11050716,NBESTO011-17SA,Fundamentos de Desenho Técnico B-Noturno (Santo André)
11050716,DAESTM016-17SA,Química Inorgânica de Materiais A-Matutino (Santo André)
21085214,NABIJ0207-15SB,Bases Conceituais da Energia A-Noturno (São Bernardo)
21085214,NA1BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-Noturno (São Bernardo)"
21085214,DA2BCJ0204-15SB,Fenômenos Mecânicos A2-Matutino (São Bernardo)
21085214,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
21085214,DABCN0405-15SB,Introdução às Equações Diferenciais Ordinárias A-Matutino (São Bernardo)
21085214,DBBCS0002-15SB,Projeto Dirigido B-Matutino (São Bernardo)
21035612,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo)
11038613,NAESTA011-17SA,Automação de Sistemas Industriais A-Noturno (Santo André)
11038613,NAESTO903-17SB,Engenharia Unificada II A-Noturno (São Bernardo)
11038613,NA2ESTA013-17SA,Fundamentos de Robótica A2-Noturno (Santo André)
11038613,NAESTA023-17SA,Introdução aos Processos de Fabricação A-Noturno (Santo André)
11038613,NBESTA008-17SA,Sistemas de Controle II B-Noturno (Santo André)
11081416,NA2BIS0003-15SA,Bases Matemáticas A2-Noturno (Santo André)
11081416,NBBIR0603-15SA,"Ciência, Tecnologia e Sociedade B-Noturno (Santo André)"
11081416,DABIN0406-15SA,Introdução à Probabilidade e à Estatística A-Matutino (Santo André)
11081416,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11112815,NB1MCTB001-17SA,Álgebra Linear B1-Noturno (Santo André)
11112815,NANHI2049-13SB,Lógica Básica A-Noturno (São Bernardo)
11112815,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
11112815,NA3MCTA028-15SA,Programação Estruturada A3-Noturno (Santo André)
11065214,DAMCTA002-17SA,Algoritmos e Estruturas de Dados II A-Matutino (Santo André)
11065214,NA3BCK0103-15SA,Física Quântica A3-Noturno (Santo André)
11065214,NB3BCN0402-15SA,Funções de Uma Variável B3-Noturno (Santo André)
11065214,DAMCZA019-17SA,Programação para Web A-Matutino (Santo André)
21047815,DAESHC035-17SB,Econometria I A-Matutino (São Bernardo)
21047815,DAESHC008-17SB,Economia Brasileira Contemporânea II A-Matutino (São Bernardo)
21047815,DAESHC032-17SB,Macroeconomia II A-Matutino (São Bernardo)
21047815,DAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Matutino (São Bernardo)
21047815,DAESHC026-17SB,Microeconomia II A-Matutino (São Bernardo)
11095714,NB2ESTA002-17SA,Circuitos Elétricos I B2-Noturno (Santo André)
11095714,NBESTA019-17SA,Projeto Assistido por Computador B-Noturno (Santo André)
11095714,NBESTI003-17SA,Transformadas em Sinais e Sistemas Lineares B-Noturno (Santo André)
11082216,DB6BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B6-Matutino (Santo André)"
11082216,DCESTO902-17SA,Engenharia Unificada I C-Matutino (Santo André)
11082216,NA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Noturno (Santo André)
11082216,DA1BCN0404-15SA,Geometria Analítica A1-Matutino (Santo André)
11082216,DABIN0406-15SA,Introdução à Probabilidade e à Estatística A-Matutino (Santo André)
11082216,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
21060515,DANHT1053-15SA,Biologia Celular A-Matutino (Santo André)
21060515,DS6BCJ0204-15SA,Fenômenos Mecânicos S6-Matutino (Santo André)
21060515,NA2BCM0504-15SB,Natureza da Informação A2-Noturno (São Bernardo)
21060515,DAMCTC024-15SB,Neuroetologia A-Matutino (São Bernardo)
11201722109,DA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Matutino (Santo André)
11201722109,DA5BCJ0204-15SA,Fenômenos Mecânicos A5-Matutino (Santo André)
11201722109,DA3BCN0402-15SA,Funções de Uma Variável A3-Matutino (Santo André)
11201722109,DA2BCN0404-15SA,Geometria Analítica A2-Matutino (Santo André)
11201722109,DA2BCM0504-15SA,Natureza da Informação A2-Matutino (Santo André)
21008512,NAESZG013-17SB,Empreendedorismo A-Noturno (São Bernardo)
21008512,DAESTO903-17SB,Engenharia Unificada II A-Matutino (São Bernardo)
21008512,NABCK0103-15SB,Física Quântica A-Noturno (São Bernardo)
21008512,DAESTG008-17SB,Gerência de Ativos A-Matutino (São Bernardo)
21008512,DAESZG039-17SB,Lógica em Sistemas de Gestão A-Matutino (São Bernardo)
21008512,DBESTO008-17SB,Mecânica dos Sólidos I B-Matutino (São Bernardo)
21008512,NAESTG023-17SB,Organização do Trabalho A-Noturno (São Bernardo)
21008512,NBESTO012-17SB,Princípios de Administração B-Noturno (São Bernardo)
21052914,NAESZP043-14SB,Inovação nos Serviços Públicos A-Noturno (São Bernardo)
21052914,NAESHT019-17SB,Planejamento e Política Rural A-Noturno (São Bernardo)
21052914,NAESHP027-14SB,Poder Local A-Noturno (São Bernardo)
21064216,DCBIS0003-15SB,Bases Matemáticas C-Matutino (São Bernardo)
21064216,NAESHR004-13SB,Economia Política Internacional da Energia A-Noturno (São Bernardo)
21064216,NAESZG013-17SB,Empreendedorismo A-Noturno (São Bernardo)
21064216,DAESTO013-17SB,Engenharia Econômica A-Matutino (São Bernardo)
21064216,DAESHC020-17SB,História Econômica Geral A-Matutino (São Bernardo)
11081116,DB3BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-Matutino (Santo André)"
11081116,DAMCTB009-17SA,Cálculo Numérico A-Matutino (Santo André)
11081116,NA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Noturno (Santo André)
11081116,DB1BCK0103-15SA,Física Quântica B1-Matutino (Santo André)
11106214,DS6BCJ0204-15SA,Fenômenos Mecânicos S6-Matutino (Santo André)
11106214,DABCK0103-15SB,Física Quântica A-Matutino (São Bernardo)
11201720022,DA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Matutino (Santo André)
11201720022,DA1BCJ0204-15SA,Fenômenos Mecânicos A1-Matutino (Santo André)
11201720022,DA2BCN0402-15SA,Funções de Uma Variável A2-Matutino (Santo André)
11201720022,DA3BCN0404-15SA,Geometria Analítica A3-Matutino (Santo André)
11201720022,DA3BCM0504-15SA,Natureza da Informação A3-Matutino (Santo André)
21052514,DAESHC034-17SB,Economia e Meio Ambiente A-Matutino (São Bernardo)
21052514,NAESZG031-17SB,Engenharia Humana A-Noturno (São Bernardo)
21052514,DAESTG011-17SB,Estatística Aplicada a Sistemas de Gestão A-Matutino (São Bernardo)
21052514,DAESTG009-17SB,Gestão de Operações A-Matutino (São Bernardo)
21052514,NA2ESTG022-17SB,Sistemas CAM A2-Noturno (São Bernardo)
21052514,NA1ESTG020-17SB,Sistemas e Processos de Produção A1-Noturno (São Bernardo)
21032410,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo)
21032410,DBBIN0406-15SB,Introdução à Probabilidade e à Estatística B-Matutino (São Bernardo)
11111116,DABIS0005-15SA,Bases Computacionais da Ciência A-Matutino (Santo André)
11111116,DABIJ0207-15SA,Bases Conceituais da Energia A-Matutino (Santo André)
11111116,DA2BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A2-Matutino (Santo André)
11111116,DA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Matutino (Santo André)
11111116,DB1BCM0504-15SA,Natureza da Informação B1-Matutino (Santo André)
21027914,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
21027914,NAESZR004-13SB,Desafios do Pré-Sal e a Inserção Internacional do Brasil A-Noturno (São Bernardo)
21027914,NAESHC028-17SB,Economia Política A-Noturno (São Bernardo)
21027914,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
21027914,NAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Noturno (São Bernardo)
21027914,NAESHR027-14SB,Trajetórias Internacionais do Continente Africano A-Noturno (São Bernardo)
11201722512,DA8BCJ0204-15SA,Fenômenos Mecânicos A8-Matutino (Santo André)
11201722512,DA3BCN0402-15SA,Funções de Uma Variável A3-Matutino (Santo André)
11201722512,DA2BCN0404-15SA,Geometria Analítica A2-Matutino (Santo André)
21042013,DAESHC003-17SB,Desenvolvimento Socioeconômico A-Matutino (São Bernardo)
21042013,DAESHC032-17SB,Macroeconomia II A-Matutino (São Bernardo)
21002015,NAESHR004-13SB,Economia Política Internacional da Energia A-Noturno (São Bernardo)
21002015,NAESHR008-13SB,Globalização e os Processos de Integração Regional A-Noturno (São Bernardo)
21002015,NAESHR026-14SB,História do Terceiro Mundo A-Noturno (São Bernardo)
21002015,NAESHR025-14SB,Política Externa Brasileira Contemporânea A-Noturno (São Bernardo)
21002015,NAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Noturno (São Bernardo)
11002711,NCESTO902-17SA,Engenharia Unificada I C-Noturno (Santo André)
11002711,DAESTM001-17SA,Estado Sólido A-Matutino (Santo André)
11002711,NAESZM002-17SA,Nanociência e Nanotecnologia A-Matutino (Santo André)
11002711,NAESZM033-17SA,Reciclagem e Ambiente A-Noturno (Santo André)
11002711,NA2ESTM003-17SA,Tópicos Computacionais em Materiais A2-Noturno (Santo André)
11052312,NAESTU024-17SA,Análise de Sistemas e Modelagem Ambiental A-Noturno (Santo André)
11052312,NAESZU014-17SA,Métodos de Tomada de Decisão Aplicados ao Planejamento Urbano-Ambiental A-Noturno (Santo André)
11052312,NAESTU011-17SA,Planejamento Urbano e Metropolitano A-Noturno (Santo André)
11052312,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André)
11052312,NAESTU020-17SA,Transferência de Massa A-Noturno (Santo André)
11052312,NAESZU020-17SA,"Transportes, Uso e Ocupação do Solo A-Noturno (Santo André)"
21054514,DAESHR004-13SB,Economia Política Internacional da Energia A-Matutino (São Bernardo)
21054514,DAESHR008-13SB,Globalização e os Processos de Integração Regional A-Matutino (São Bernardo)
21054514,DAESHR026-14SB,História do Terceiro Mundo A-Matutino (São Bernardo)
21054514,DAESHR025-14SB,Política Externa Brasileira Contemporânea A-Matutino (São Bernardo)
21054514,DAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Matutino (São Bernardo)
11111913,NAESTB018-17SB,Computação Científica aplicada a Problemas Biológicos A-Noturno (São Bernardo)
11111913,NAESTO016-17SB,Fenômenos de Transporte A-Noturno (São Bernardo)
11111913,NAESTB030-17SB,Física Médica II A-Noturno (São Bernardo)
11111913,NAESTO012-17SB,Princípios de Administração A-Noturno (São Bernardo)
11003715,NAESTU004-17SA,Cartografia e Geoprocessamento A-Noturno (Santo André)
11003715,DA2BCK0103-15SA,Física Quântica A2-Matutino (Santo André)
11003715,DAESTO011-17SA,Fundamentos de Desenho Técnico A-Matutino (Santo André)
11003715,NANHT1030-15SA,Geologia e Paleontologia A-Noturno (Santo André)
11003715,DA1ESTU029-17SA,Hidráulica de Condutos Livres A1-Matutino (Santo André)
11003715,NANHT1048-15SA,Sistemática e Biogeografia A-Noturno (Santo André)
11201722634,DABIS0005-15SB,Bases Computacionais da Ciência A-Matutino (São Bernardo)
11201722634,NA1BIS0003-15SB,Bases Matemáticas A1-Noturno (São Bernardo)
11201722634,DABIR0603-15SB,"Ciência, Tecnologia e Sociedade A-Matutino (São Bernardo)"
11201722634,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo)
11201722634,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo)
11201722634,NABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Noturno (São Bernardo)
11072715,NB1ESTU026-17SA,Caracterização de Matrizes Ambientais B1-Noturno (Santo André)
11072715,NAESTU004-17SA,Cartografia e Geoprocessamento A-Noturno (Santo André)
11072715,NB2BCN0402-15SA,Funções de Uma Variável B2-Noturno (Santo André)
11072715,NAESTO011-17SA,Fundamentos de Desenho Técnico A-Noturno (Santo André)
11072715,NANHT1030-15SA,Geologia e Paleontologia A-Noturno (Santo André)
11033511,NAESZS004-17SB,Aviônica A-Noturno (São Bernardo)
11033511,DAESZR001-13SB,Conflitos no Ciberespaço: Ativismo e Guerra nas Redes Cibernéticas A-Matutino (São Bernardo)
11033511,DAESTS004-17SB,Desempenho de Aeronaves A-Matutino (São Bernardo)
11033511,NABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Noturno (Santo André)
11033511,DBESTO006-17SA,Materiais e Suas Propriedades B-Matutino (Santo André)
11087212,NAESTU023-17SA,Biomas Brasileiros A-Noturno (Santo André)
11087212,NAESTU004-17SA,Cartografia e Geoprocessamento A-Noturno (Santo André)
11087212,NS4BCJ0204-15SA,Fenômenos Mecânicos S4-Noturno (Santo André)
11087212,NB1BCK0103-15SA,Física Quântica B1-Noturno (Santo André)
11087212,NA4BCN0402-15SA,Funções de Uma Variável A4-Noturno (Santo André)
11080807,NAESZA007-17SA,Confiabilidade de Componentes e Sistemas A-Noturno (Santo André)
11080807,DANHZ4059-15SA,Indústria de Polímeros A-Matutino (Santo André)
11080807,NAESZM041-17SA,Processamento e Conformação de Metais II A-Noturno (Santo André)
11080807,DAESTM016-17SA,Química Inorgânica de Materiais A-Matutino (Santo André)
11080807,NA1ESTA014-17SA,Sistemas CAD/CAM A1-Noturno (Santo André)
11201721276,NA3BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A3-Noturno (Santo André)
11201721276,NA2BCJ0204-15SA,Fenômenos Mecânicos A2-Noturno (Santo André)
11201721276,NA3BCN0402-15SA,Funções de Uma Variável A3-Noturno (Santo André)
11201721276,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
11158409,DAESTU032-17SA,Representação Gráfica de Projetos Ambientais e Urbanos A-Matutino (Santo André)
21079814,NA1BHO1335-15SB,Formação do Sistema Internacional A1-Noturno (São Bernardo)
21079814,NAESHR011-13SB,Introdução ao Estudo do Direito A-Noturno (São Bernardo)
21079814,NABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Noturno (São Bernardo)
21016613,NAESHT003-17SB,Demografia A-Noturno (São Bernardo)
21016613,NAESHC035-17SB,Econometria I A-Noturno (São Bernardo)
21016613,NAESHC008-17SB,Economia Brasileira Contemporânea II A-Noturno (São Bernardo)
21016613,NAESHC038-17SB,Economia Monetária A-Noturno (São Bernardo)
11071211,NB1ESTA002-17SA,Circuitos Elétricos I B1-Noturno (Santo André)
11071211,NA2ESTI002-17SA,Eletrônica Digital A2-Noturno (Santo André)
11071211,DAESTI018-17SA,Ondas Eletromagnéticas Aplicadas A-Matutino (Santo André)
11071211,NBESTI003-17SA,Transformadas em Sinais e Sistemas Lineares B-Noturno (Santo André)
21040011,NAMCTB001-17SB,Álgebra Linear A-Noturno (São Bernardo)
21040011,DANHZ5020-15SB,Educação inclusiva A-Matutino (São Bernardo)
21040011,NAESTO013-17SB,Engenharia Econômica A-Noturno (São Bernardo)
21040011,DB2BCJ0204-15SB,Fenômenos Mecânicos B2-Matutino (São Bernardo)
21040011,DBESTO008-17SB,Mecânica dos Sólidos I B-Matutino (São Bernardo)
11087214,NAESTS012-17SB,Aeroelasticidade A-Noturno (São Bernardo)
11126211,DA1ESTA004-17SA,Circuitos Elétricos II A1-Matutino (Santo André)
11126211,DAESZE105-17SA,Energia dos Oceanos A-Matutino (Santo André)
11126211,DAESTE033-17SA,Engenharia Solar Fotovoltaica A-Matutino (Santo André)
11126211,DAESTE016-17SA,Introdução aos Sistemas Elétricos de Potência A-Matutino (Santo André)
11126211,DAESTA016-17SA,Máquinas Elétricas A-Matutino (Santo André)
11126211,DAESTE023-17SA,Transferência de Calor II A-Matutino (Santo André)
11110914,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
11110914,NAMCTA004-17SA,Arquitetura de Computadores A-Noturno (Santo André)
11084414,NB2ESTA004-17SA,Circuitos Elétricos II B2-Noturno (Santo André)
11084414,NAESTI019-17SA,Codificação de Sinais Multimídia A-Noturno (Santo André)
11084414,NAESTI017-17SA,Fundamentos de Eletromagnetismo Aplicado A-Noturno (Santo André)
11084414,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André)
11084414,NA4MCTA028-15SA,Programação Estruturada A4-Noturno (Santo André)
11201721032,NA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11201721032,NA7BCJ0204-15SA,Fenômenos Mecânicos A7-Noturno (Santo André)
11201721032,NA2BCN0402-15SA,Funções de Uma Variável A2-Noturno (Santo André)
11201721032,NA1BCN0404-15SA,Geometria Analítica A1-Noturno (Santo André)
11201721032,NA2BCM0504-15SA,Natureza da Informação A2-Noturno (Santo André)
11103116,DAESTO013-17SA,Engenharia Econômica A-Matutino (Santo André)
11103116,NA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Noturno (Santo André)
11103116,DA6BCJ0204-15SA,Fenômenos Mecânicos A6-Matutino (Santo André)
11103116,DA3BCN0402-15SA,Funções de Uma Variável A3-Matutino (Santo André)
11103116,DA2BCN0404-15SA,Geometria Analítica A2-Matutino (Santo André)
21023716,DAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Matutino (São Bernardo)
21023716,DABIR0004-15SB,Bases Epistemológicas da Ciência Moderna A-Matutino (São Bernardo)
21023716,DAESZR001-13SB,Conflitos no Ciberespaço: Ativismo e Guerra nas Redes Cibernéticas A-Matutino (São Bernardo)
21023716,NANHZ2011-11SB,Existencialismo A-Noturno (São Bernardo)
21023716,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
11033415,DANHZ5020-15SA,Educação inclusiva A-Matutino (Santo André)
11033415,DBESTO902-17SA,Engenharia Unificada I B-Matutino (Santo André)
11033415,NABCK0103-15SB,Física Quântica A-Noturno (São Bernardo)
11033415,DAESTA006-17SA,Fotônica A-Matutino (Santo André)
11033415,DAESTO005-17SB,Introdução às Engenharias A-Matutino (São Bernardo)
11033415,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11096111,NA1ESTG020-17SB,Sistemas e Processos de Produção A1-Noturno (São Bernardo)
21034011,DAESHC037-17SB,Econometria III A-Matutino (São Bernardo)
21034011,NA2BCN0402-15SB,Funções de Uma Variável A2-Noturno (São Bernardo)
11117514,NABIS0005-15SA,Bases Computacionais da Ciência A-Noturno (Santo André)
11117514,DABIJ0207-15SA,Bases Conceituais da Energia A-Matutino (Santo André)
11117514,NA2BIS0003-15SA,Bases Matemáticas A2-Noturno (Santo André)
11117514,DABIR0603-15SA,"Ciência, Tecnologia e Sociedade A-Matutino (Santo André)"
11117514,NABIK0102-15SA,Estrutura da Matéria A-Noturno (Santo André)
11117514,NABIL0304-15SA,Evolução e Diversificação da Vida na Terra A-Noturno (Santo André)
11064215,NB3ESTA002-17SA,Circuitos Elétricos I B3-Noturno (Santo André)
